Name	Address	Street_1	Street_2	Zip	Lat	Long	Class	State	County	City	Playground	Pools	Tennis	Baseball	Basketball	Playing	Acreage	Dog	Ice	Notes
Coolidge Playground		Columbia St	Kenwood St	02446			Dog	MA	Norfolk	Brookline	1	1	1		1		1.68	1		
Corey Farm Circle					42.34007	-71.139752	Urban	MA	Norfolk	Brookline							0.06			Coordinates
Corey Hill Park	174 Summit Ave			02446			Dog	MA	Norfolk	Brookline	1						4.16	1		
Cypress Street Playground		Cypress St	Davis Ave	02445			Urban	MA	Norfolk	Brookline	1	1		1	1	1	5.22			
Dane Park		Hammond St	Woodland Rd	02467			Urban	MA	Norfolk	Brookline							17.23			
Daniel F Ford Playground at Emerson Garden		Davis Ave	Emerson St	02445			Urban	MA	Norfolk	Brookline		1					2.05			
Daniel W Warren, Jr Playground		Chestnut Hill Ave	Ackers Ave	02445			Urban	MA	Norfolk	Brookline	1	1	1	1	1	1	11.1			
Devotion School Playground	345 Harvard St			02446			Urban	MA	Norfolk	Brookline	1		1	1	1	1	6.72			
Driscoll School Playground	64 Westbourne Terr			02446			Urban	MA	Norfolk	Brookline	1		1		1	1	4.03			
Dudley Triangle		Dudley St	Lee St	02445			Urban	MA	Norfolk	Brookline							0.81			
Dwight Square		Dwight St	Babcock St	02446			Urban	MA	Norfolk	Brookline							0.16			
Eliot @ Crafts Triangle		Eliot St	Crafts Rd	02467			Urban	MA	Norfolk	Brookline							0.26			
Emerald Necklace I - Riverway Park		Brookline Ave	Parkway Rd	02446			Urban	MA	Norfolk	Brookline							13.8			
Emerald Necklace II - Olmsted Park		Jamaicaway	Willow Pond Rd	02130			Urban	MA	Norfolk	Brookline							12.94			
Francis J. Hickey Square		Harvard St	Kent St	02445			Urban	MA	Norfolk	Brookline							0.06			
Francis X. Ryan Circle					42.303285	-71.151356	Urban	MA	Norfolk	Brookline							0.71			Coordinates
Freeman Square		Freeman St	Babcock St	02446			Urban	MA	Norfolk	Brookline							0.15			
Griggs Park		Griggs Rd	Griggs Terr	02446			Dog	MA	Norfolk	Brookline	1						3.34	1		
Harry Downes Field		Jamaica Rd	Pond Ave	02445			Dog	MA	Norfolk	Brookline	1			1		1	8.73	1		
Heath School Playground	100 Eliot St			02467			Urban	MA	Norfolk	Brookline	1				1		6.51			
Horace James Circle					42.3103755	-71.1633867	Urban	MA	Norfolk	Brookline							0.71			Coordinates
Jean B Waldstein (Dean) Playground	21 Dean Rd			02445			Dog	MA	Norfolk	Brookline	1	1	1	1	1	1	5.63	1		
John E Murphy Playground		Kent St	Bowker St	02445			Urban	MA	Norfolk	Brookline	1	1			1		0.51			
Judge Henry Crowley Park at Saint Mark's Square		Marion St	Veron St	02446			Urban	MA	Norfolk	Brookline							0.4			
Juniper Street Playground					42.330016	-71.117359	Urban	MA	Norfolk	Brookline	1	1					0.41			Coordinates
Knyvet Square		Ewe St	St Paul St	02446			Urban	MA	Norfolk	Brookline							2.8			
Larz Anderson Park	350 Goddard Ave			02446			Dog	MA	Norfolk	Brookline	1			1		1	61.13	1		
Lawton Playground		Lawton St	Thorndike St	02446			Urban	MA	Norfolk	Brookline	1	1			1		1.08			
Linden Park		Linden Pl	Linden St	02445			Urban	MA	Norfolk	Brookline							0.28			
Linden Square		Linden Pl	Perry St	02445			Urban	MA	Norfolk	Brookline							0.19			
Little Field Park		Eliot St	Eliot Crescent	02467			Urban	MA	Norfolk	Brookline							0.84			
Longwood Mall		Kent St	Beech Rd	02446			Urban	MA	Norfolk	Brookline							2.55			
Longwood Playground		Longwood Ave	Marshal St	02446			Urban	MA	Norfolk	Brookline	1	1	1	1	1	1	4.99			
Lotta Bradburn Schick Park	153 Addington Rd			02445			Dog	MA	Norfolk	Brookline	1				1		1.1	1		
Margaret E Robinson Playground		Cypress St	Franklin St	02445			Dog	MA	Norfolk	Brookline	1	1		1	1	1	2.38	1		
Mason Square		Mason St 	Essex St	02446			Urban	MA	Norfolk	Brookline							1.14			
Monmouth Street Park					42.344597	-71.106614	Urban	MA	Norfolk	Brookline	1						0.16			Coordinates
Philbrick Square		Upland Rd	Maple St	02445			Urban	MA	Norfolk	Brookline							0.28			
Pierce School Playground	50 School St			02446			Urban	MA	Norfolk	Brookline	1	1		1	1	1	2.37			
Pleasant Street Triangle		Pleasant St	Waldo St	02446			Urban	MA	Norfolk	Brookline							0.05			
Reservoir Road Extension		Reservoir Rd	Middlesex Rd	02467			Dog	MA	Norfolk	Brookline							0.09	1		
Runkle School Playground	50 Druce St			02445			Urban	MA	Norfolk	Brookline	1				1		3.05			
Single Tree Road Circle					42.323208	-71.150652	Urban	MA	Norfolk	Brookline							0.33			Coordinates
Skyline Park					42.310855	-71.167261	Urban	MA	Norfolk	Brookline	1					1	15.15			Coordinates
Town Hall Lot		Washington St	Holden St	02445			Urban	MA	Norfolk	Brookline							1.99			
VFW Parkway Median		VFW Pkwy	South St	02467			Urban	MA	Norfolk	Brookline							1.17			
Webster Street Triangle		Webster St	Beacon St	02446			Urban	MA	Norfolk	Brookline							0.08			
West Roxbury Parkway		Newton St	Wolcott Rd	02467			Urban	MA	Norfolk	Brookline							2.16			
William H Lincoln School	19 Kennard Rd			02445			Urban	MA	Norfolk	Brookline	1				1		5.75			
Winthrop Square (Minot Rose Garden)		St Paul St	Browne St	02446			Urban	MA	Norfolk	Brookline	1	1				1	1.93			
Blue Hills Regional School	800 Randolph St			02021			Urban	MA	Norfolk	Canton				1		1				
Bolivar Swimming Pool					42.151493	-71.13917	Urban	MA	Norfolk	Canton		1								Coordinates
Canton High School and Fields	900 Washington St			02021			Urban	MA	Norfolk	Canton	1		1	1		1				
Devoll Playground		Pine St	Bolivar St	02021			Urban	MA	Norfolk	Canton	1			1		1				
Galvin Middle School	55 Pecunit St			02021			Urban	MA	Norfolk	Canton						1				
Hansen Elementary School	25 Pecunit St			02021			Urban	MA	Norfolk	Canton	1			1	1	1				
JFK Elementary School	100 Dedham St			02021			Urban	MA	Norfolk	Canton	1			1	1	1				
Luce Elementary School	45 Independence St			02021			Urban	MA	Norfolk	Canton	1			1						
Memorial Fields & Playground		Reynolds St	Vaughn St	02021			Urban	MA	Norfolk	Canton	1			1		1				
Messinger Playground	21 Messinger St			02021			Urban	MA	Norfolk	Canton	1			1						
Metropolis Skating Rink	2167 Washington St			02021			Urban	MA	Norfolk	Canton						1				
Pequitside Farm	79 Pleasant St			02021			Urban	MA	Norfolk	Canton	1					1				
Ponkapoag Playground		Sutcliffe Ave	Cedar Dr	02021			Urban	MA	Norfolk	Canton	1			1	1					
Tilden Playground	7 Tilden Rd			02021			Urban	MA	Norfolk	Canton	1			1						
Windsor Woods Soccer / Lacrosse		Washington St	Windsor Woods Ln	02021			Urban	MA	Norfolk	Canton	1					1				
Cohasset Common		N Main St	Robert Jason Rd	02025			Urban	MA	Norfolk	Cohasset										
Cohasset Middle-High School	143 Pond St			02025			Urban	MA	Norfolk	Cohasset						1				
Cohasset Town Hall	41 Highland Ave			02025			Urban	MA	Norfolk	Cohasset										
Deer Hill School	208 Sohier St			02025			Urban	MA	Norfolk	Cohasset	1			1	1	1				
Joseph Osgood School	210 Sohier St			02025			Urban	MA	Norfolk	Cohasset	1									
Milliken Field	Bancroft Rd			02025			Urban	MA	Norfolk	Cohasset			1	1		1				
Paul Pratt Library	35 Ripley Rd			02025			Urban	MA	Norfolk	Cohasset	1				1					
Barnes Memorial Park		Eastern Ave	East Ave	02026			Urban	MA	Norfolk	Dedham	1			1			14.7			
Capen School field	322 Sprague St			02026			Urban	MA	Norfolk	Dedham	1			1	1					
Churchill Park		Churchill Pl	Allen Ln	02026			Urban	MA	Norfolk	Dedham	1			1	1		1.6			
Condon Park		Bussey St	Colburn St	02026			Urban	MA	Norfolk	Dedham	1			1		1	7.2			
Dedham Common		Common St	High St	02026			Urban	MA	Norfolk	Dedham							4			
East Dedham Passive Park				02026			Urban	MA	Norfolk	Dedham										Cant Find
Fairbanks Park	169 Rustcraft Rd			02026			Urban	MA	Norfolk	Dedham				1		1	14.2			
Gerish Park				02026			Urban	MA	Norfolk	Dedham										Cant Find
Greenlodge School field		Greenlodge St	Colwell Dr	02026			Urban	MA	Norfolk	Dedham	1			1	1					
Hartnett Square				02026			Urban	MA	Norfolk	Dedham										Cant Find
Oakdale School field		Madison St	Circuit Rd	02026			Urban	MA	Norfolk	Dedham	1			1	1					
Oakdale Square		Oakdale Ave	River St	02026			Urban	MA	Norfolk	Dedham										
Paul Park (Gregory M Riley Memorial Playground)		Cedar St	Tower St	02026			Urban	MA	Norfolk	Dedham	1			1	1		2.9			
Riverdale School field		Needham St	Egan Terr	02026			Urban	MA	Norfolk	Dedham	1			1	1	1				
Whiting Triangle				02026			Urban	MA	Norfolk	Dedham										Cant Find
Bickford-Ballou Park / Boat Landing		Claybrook Rd	Riverside Dr	02030			Urban	MA	Norfolk	Dover							2.28			
Caryl Park	107 Dedham St			02030			Urban	MA	Norfolk	Dover	1		1	1	1		82.00			Coordinates
Channing Park					42.24622512	-71.29014546	Urban	MA	Norfolk	Dover							6.14			Coordinates
Chickering Playfields					42.24904945	-71.27104796	Urban	MA	Norfolk	Dover				1		1	43.95			Coordinates
Dover-Sherborn Middle School	155 Farm St			02030			Urban	MA	Norfolk	Dover						1				
Elm Bank		Reservation Rd	Cheney Dr	02030			Urban	MA	Norfolk	Dover						1	182			
Town Common	5 Springdale Ave			02030			Urban	MA	Norfolk	Dover							5.72			
Booth Playground		South St	Union St	02035			Urban	MA	Norfolk	Foxborough			1	1	1	1	20.32			
Burrell Elementary School	16 Morse St			02035			Urban	MA	Norfolk	Foxborough	1			1			23			
Cocasset River Recreation Area	68 Mill St			02035			Urban	MA	Norfolk	Foxborough	1	1				1	19.7			
Foxborough High School	120 South St			02035			Urban	MA	Norfolk	Foxborough			1	1		1	40.65			
Igo Elementary School	70 Carpenter St			02035			Urban	MA	Norfolk	Foxborough	1						4.21			
John J Aheern Middle School	111 Mechanic St			02035			Urban	MA	Norfolk	Foxborough				1		1	37.36			
Taylor Elementary School	196 South St			02035			Urban	MA	Norfolk	Foxborough	1			1			11.8			
Beaver Pond Rec. Area					42.083434	-71.415902	Urban	MA	Norfolk	Franklin						1	2			Coordinates
Brick School		Lincoln St	Maple St	02038			Urban	MA	Norfolk	Franklin	1						0.2			
Chilson Beach					42.082633	-71.41683	Urban	MA	Norfolk	Franklin	1					1	2			Coordinates
Dacey Community Field					42.120429	-71.398988	Dog	MA	Norfolk	Franklin	1			1		1	66.5	1		Coordinates
Davis Thayer School	137 W Central St			02038			Urban	MA	Norfolk	Franklin	1			1	1		6			
Fletcher Field		Peck St	Dale St	02038			Urban	MA	Norfolk	Franklin	1			1	1		13.23			
Franklin High School	218 Oak St			02038			Urban	MA	Norfolk	Franklin			1	1		1	73.92			
Franklin Town Common		Union St	Beaver St	02038			Urban	MA	Norfolk	Franklin							3.5			
JFK Elementary School	551 Pond St			02038			Urban	MA	Norfolk	Franklin	1			1	1		15			
King Street Memorial Park		King St	Emilio Dr	02038			Urban	MA	Norfolk	Franklin	1			1	1	1	25.87			
Meadowlark Lane Complex					42.101064	-71.366297	Urban	MA	Norfolk	Franklin				1		1	2.5			Coordinates
Nason Street Tot Lot Playground		Nason Steet	Union St	02038			Urban	MA	Norfolk	Franklin	1						0.54			
Oak Street School and Horace Mann School	224 Oak St			02038			Urban	MA	Norfolk	Franklin	1				1	1	40			
Parmenter School	235 Wachusett St			02038			Urban	MA	Norfolk	Franklin	1			1			20.9			
Pisani Field (Theron Metcalf)		Peck St	Cottage St	02038			Urban	MA	Norfolk	Franklin				1			3.65			
Remington Jefferson School	628 Washington St			02038			Urban	MA	Norfolk	Franklin	1			1	1	1	60			
Tri County Regional Vocational Tech High School	147 Pond St			02038			Urban	MA	Norfolk	Franklin				1		1	60			
Veteran's Memorial Rink	910 Panther Way			02038			Urban	MA	Norfolk	Franklin						1	6.7			
Brookville Playground					42.124523	-71.008265	Urban	MA	Norfolk	Holbrook	1			1						Coordinates
Franklin Field	235 S Franklin St			02343			Urban	MA	Norfolk	Holbrook				1		1				
Holbrook Playground	95 S Franklin St			02343			Urban	MA	Norfolk	Holbrook	1		1	1	1	1				
Mary Wales Holbrook Park		N Franklin St	Union St	02343			Urban	MA	Norfolk	Holbrook										
Baxter Memorial Park		Main St	Spring St	02052			Urban	MA	Norfolk	Medfield										
Hinkley Memorial Park & Swim Pond	55 Green St			02052			Urban	MA	Norfolk	Medfield	1					1				
McCarthy Park	44 Hospital Rd			02052			Urban	MA	Norfolk	Medfield				1		1				
Metacomet Park	93 Pleasant St			02052			Urban	MA	Norfolk	Medfield	1		1	1		1				
Choate Pond and Park					42.147635	-71.428041	Urban	MA	Norfolk	Medway			1	1	1	1				Coordinates
Garnsey Dog Park	302 Village St			02053			Dog	MA	Norfolk	Medway								1		
Grand Army of the Republic Memorial		Village St	Norfolk Ave	02053			Urban	MA	Norfolk	Medway										
Matondi Square		Holliston St	Village St	02053			Urban	MA	Norfolk	Medway										
North St Park		School St	North St	02053			Urban	MA	Norfolk	Medway	1				1					
Winthrop St Park	8 Wards Ln			02053			Urban	MA	Norfolk	Medway	1			1		1				
Clyde Brown Field		Park Rd	Main St	02054			Urban	MA	Norfolk	Millis										
Town Park	900 Main St			02054			Urban	MA	Norfolk	Millis	1		1	1	1	1				
Andrews Park					42.26106197	-71.03668843	Urban	MA	Norfolk	Milton	1		1	1	1	1	9			Coordinates
Crane Park 	2 Bates Rd			02186			Urban	MA	Norfolk	Milton										
Cunningham Park 					42.25290423	-71.04890263	Urban	MA	Norfolk	Milton	1	1	1	1		1				Coordinates
Kelly Field		Brook Rd	Windsor Rd	02186			Urban	MA	Norfolk	Milton	1		1	1		1	11			
Mary C. Lane Playground	262 Randolph Ave			02186			Urban	MA	Norfolk	Milton	1			1	1		4			
Milton High School Athletic Fields	25 Gile Rd			02186			Urban	MA	Norfolk	Milton							15			
River Side Stables	189 Hillside St			02186			Urban	MA	Norfolk	Milton										
Shields Park	392 Eliot St			02186			Urban	MA	Norfolk	Milton	1			1			5			
Turners Pond					42.26198888	-71.07895988	Urban	MA	Norfolk	Milton							26			Coordinates
Avery Park		Webster St	Highland Ave	02492			Urban	MA	Norfolk	Needham				1						
Broadmedow School	120 Broadmedow Rd			02492			Urban	MA	Norfolk	Needham				1						
Claxton Field		Central Ave	Marked Tree Rd	02492			Urban	MA	Norfolk	Needham	1			1						
Cricket Field		Hillside Ave	Sunnyside Rd	02492			Urban	MA	Norfolk	Needham	1				1	1				
DeFazio Park		Dedham Ave	South St	02492			Urban	MA	Norfolk	Needham	1			1		1				
Dwight Field	50 Dwight Rd			02492			Urban	MA	Norfolk	Needham				1						
Eliot School	135 Wellesley Ave			02492			Urban	MA	Norfolk	Needham	1			1						
Greene’s Field		Pickering St	Great Plain Ave	02492			Urban	MA	Norfolk	Needham				1	1	1				
High Rock School					42.27521401	-71.24308402	Urban	MA	Norfolk	Needham				1		1				Coordinates
Hillside School	28 Glen Gary Rd			02492			Urban	MA	Norfolk	Needham	1			1		1				
Memorial Park	92 Rosemary St			02492			Urban	MA	Norfolk	Needham						1				
Mills Field	96 Gould St			02492			Urban	MA	Norfolk	Needham	1		1	1	1					
Mitchell School	187 Brookline St			02492			Urban	MA	Norfolk	Needham	1			1	1					
Needham High School	609 Webster St			02492			Urban	MA	Norfolk	Needham			1							
Newman School	1155 Central Ave			02492			Urban	MA	Norfolk	Needham	1		1	1						
Perry Park		Beaufort Ave	Arden St	02492			Urban	MA	Norfolk	Needham	1			1	1					
Pollard Middle School	200 Harris Ave			02492			Urban	MA	Norfolk	Needham			1	1						
Riverside Park		Riverside St	Highview St	02492			Urban	MA	Norfolk	Needham	1					1				
Walker-Gordon	156 Charles River St			02492			Urban	MA	Norfolk	Needham	1			1	1					Coordinates
Freeman Centennial School	70 Boardman St			02056			Urban	MA	Norfolk	Norfolk										
H Olive Day	232 Main St			02056			Urban	MA	Norfolk	Norfolk	1									
Kids Place	Boardman St			02056			Urban	MA	Norfolk	Norfolk							2.7			
King Philip North School	18 King St			02056			Urban	MA	Norfolk	Norfolk				1		1				
Pond St Recreation Facility	33 Pond St			02056			Urban	MA	Norfolk	Norfolk	1		1	1	1	1	21			
Balch School	1170 Washington St			02062			Urban	MA	Norfolk	Norwood	1						3.27			
Bond St. Playground		Bond St	Walpole St	02062			Urban	MA	Norfolk	Norwood	1						1.41			
Callahan School	116 Garfield Ave			02062			Urban	MA	Norfolk	Norwood				1		1	10.83			
Charles Eliot Park		St Georges Ave	Pond Ave	02062			Urban	MA	Norfolk	Norwood				1			7.28			
Cleveland School	33 George Willet Pkwy			02062			Urban	MA	Norfolk	Norwood				1		1	18.42			
Coakley Middle School	1315 Washington St			02062			Urban	MA	Norfolk	Norwood				1		1	38.2			
D.A.V. Park		Walpole St	Chapel St	02062			Urban	MA	Norfolk	Norwood							4.49			
Doherty Field		Brewster Dr	Sumner St	02062			Urban	MA	Norfolk	Norwood	1			1			7.7			
Fortune Drive Rec. Lot	4 Fortune Dr			02062			Urban	MA	Norfolk	Norwood							0.29			
Fr. McAleer Playground		Hawthorne St	Vernon St	02062			Urban	MA	Norfolk	Norwood		1				1	47.27			
Guild Square Park		Guild St	Washington St	02062			Urban	MA	Norfolk	Norwood							0.7			
Hartshorns Swale		E Cross St	W Border Rd	02062			Urban	MA	Norfolk	Norwood						1	1.9			
Hawes Rec Area		Washington St	Short St	02062			Urban	MA	Norfolk	Norwood	1	1					7.10			
Hennessey Field					42.187209	-71.19507	Urban	MA	Norfolk	Norwood							7.55			Coordinates
Ivatts Tennis Courts					42.173435	-71.210123	Urban	MA	Norfolk	Norwood			1				0.7			Coordinates
Mylod St. Park		Washington St	Mylod St	02062			Urban	MA	Norfolk	Norwood							0.9			
Neponset Valley Land					42.167348	-71.185634	Urban	MA	Norfolk	Norwood							89.92			Coordinates
Oldham School	165 Prospect St			02062			Urban	MA	Norfolk	Norwood				1		1	15.56			
Pleasant St. Park		Pleasant St	Lenox Ave	02062			Urban	MA	Norfolk	Norwood	1			1	1		3.17			
Prescott School	66 Richland Rd			02062			Urban	MA	Norfolk	Norwood				1	1		10.13			
Senior High School	245 Nichols St			02062			Urban	MA	Norfolk	Norwood			1	1		1	22.54			
Shattuck Park		Winter St	Bond St	02062			Urban	MA	Norfolk	Norwood							7.53			
Town Common / Memorial Park		Common St	Main St	02062			Urban	MA	Norfolk	Norwood							1.1			
Westover Parkway		Westover Pkwy	Eden St	02062			Urban	MA	Norfolk	Norwood							29.46			
Willet School					42.19461	-71.221592	Urban	MA	Norfolk	Norwood	1		1	1			22.89			Coordinates
Wilson St. Playground	66 Wilson St			02062			Urban	MA	Norfolk	Norwood	1			1			11.11			
Winslow Ave. Lot		Winslow Ave	Harding Ave	02062			Urban	MA	Norfolk	Norwood	1			1			2.63			
Field of Dreams					42.012834	-71.329497	Urban	MA	Norfolk	Plainville				1			30			Coordinates
Town Park / Clarence Telford Park		South St	School St	02762			Urban	MA	Norfolk	Plainville	1	1	1	1	1	1	19			
Allerton Street Playground		Allerton St	Camden St	02169			Urban	MA	Norfolk	Quincy	1						0.5			
Arthur Boyson Park	25 Heron Rd			02169			Urban	MA	Norfolk	Quincy	1				1		1.3			
Beechwood Knoll Playground		Fenno St	Rice Rd	02170			Urban	MA	Norfolk	Quincy	1				1		2.2			
Bishop Playground	88 Holbrook Rd			02171			Urban	MA	Norfolk	Quincy	1		1	1	1	1	5.5			
Bradford Street Playground		Bradford St	Madison Ave	02169			Urban	MA	Norfolk	Quincy	1				1		1			
Brill Field 		Island Ave	Sea St	02169			Urban	MA	Norfolk	Quincy	1			1	1	1	4.6			
Broad Meadows	131R Sea St			02169			Urban	MA	Norfolk	Quincy			1	1	1	1	17			
Cavanagh Stadium					42.276835	-71.023374	Urban	MA	Norfolk	Quincy					1	1	4.5			Coordinates
Curry Field 					42.234829	-71.030273	Urban	MA	Norfolk	Quincy				1			1			Coordinates
Faxon Field / Russell Park		Southern Artery	Coddington St	02169			Urban	MA	Norfolk	Quincy	1		1	1	1	1	7.5			
Faxon Park		Faxon Park Rd	Faxon Ln	02169			Urban	MA	Norfolk	Quincy	1			1	1		57			
Flaherty Park	530 Quarry St			02169			Urban	MA	Norfolk	Quincy	1				1	1	0.75			
Flynn Playground		Elm St	South St	02169			Urban	MA	Norfolk	Quincy	1				1		1			
Forbes Hill Playground					42.257858	-71.027462	Urban	MA	Norfolk	Quincy	1		1	1	1		5.25			Coordinates
Fore River Field		Beechwood St	Nevada Rd	02169			Urban	MA	Norfolk	Quincy			1	1	1	1	7.2			
Freedom Park	8 Thomas Burgin Pkwy			02169			Urban	MA	Norfolk	Quincy										
Grasso Playground		Columbia St	Taber St	02169			Urban	MA	Norfolk	Quincy	1				1		0.6			
Grenham Street Playground		Macy St	Bird St	02169			Urban	MA	Norfolk	Quincy	1						0.5			
Kincaide Park		Roberts St	S Jr Terr	02169			Urban	MA	Norfolk	Quincy	1		1	1		1	5.2			
LaBrecque Field		Sea St	Rockland St	02169			Urban	MA	Norfolk	Quincy	1			1	1		6.17			
Mass Field Playground		Willett St	Hamden Cir	02170			Urban	MA	Norfolk	Quincy					1		1.1			
McKinnon Playground		Chapel St	Central Ave	02169			Urban	MA	Norfolk	Quincy	1						0.75			
Merrymount Park		Merrymount Pkwy	 Hancock St	02170			Urban	MA	Norfolk	Quincy	1		1	1	1	1	80			
Monroe Playground	16 Papile Lane			02169			Urban	MA	Norfolk	Quincy				1	1	1	9			
O'Neil Field					42.277859	-71.025498	Urban	MA	Norfolk	Quincy				1		1	8.3			Coordinates
O'Rourke Playground		Hall Pl	Quarry St	02169			Urban	MA	Norfolk	Quincy	1			1	1	1	7.6			
Perkins Playground	25 Narraganett Rd			02169			Urban	MA	Norfolk	Quincy	1		1		1	1	5.57			
Quarry Hills	149 Ricciuti Dr			02169			Urban	MA	Norfolk	Quincy				1		1				
Smith & Quarry Street Playground		Smith St	Quarry St	02169			Urban	MA	Norfolk	Quincy					1		0.25			
Snug Harbor Playground	333 Palmer St			02169			Urban	MA	Norfolk	Quincy	1			1	1	1	7.8			
Sterling Middle School Park	444 Granite St			02169			Urban	MA	Norfolk	Quincy					1	1	1.5			
Stoney Brae Playground	162 South Central Ave			02170			Urban	MA	Norfolk	Quincy	1						0.5			
Taffrail Road Playground		Taffrail Rd	Palmer St	02169			Urban	MA	Norfolk	Quincy					1		1			
Teel Field	135 Newbury Ave			02171			Urban	MA	Norfolk	Quincy						1	2.5			
Welcome Young Playground	73 Sagamore St			02171			Urban	MA	Norfolk	Quincy	1		1		1	1	3.16			
Wendall Moses Playground	84 Parke Ave			02171			Urban	MA	Norfolk	Quincy	1		1	1	1	1	3.6			
Whitwell Street Playground	85 Whitwell St			02169			Urban	MA	Norfolk	Quincy	1						6.5			
Wollaston Recreational Facility	357 W Squantum St			02171			Urban	MA	Norfolk	Quincy	1		1			1				
Wollaston School Playground		Beale St	Highland Ave	02170			Urban	MA	Norfolk	Quincy	1				1		2.15			
Devine School  	55 Old St			02368			Urban	MA	Norfolk	Randolph	1									
Donovan School 	123 Reed St			02368			Urban	MA	Norfolk	Randolph	1									
Imagination Station		Pleasant St	Carlino Way	02368			Urban	MA	Norfolk	Randolph	1									
Kennedy School 	20 Hurley Dr			02368			Urban	MA	Norfolk	Randolph	1									
Lyons School	60 Vesey Rd			02368			Urban	MA	Norfolk	Randolph	1									
Randolph Dog Park	169 West St			02368			Dog	MA	Norfolk	Randolph								1		
Tower Hill School 	6 Adams St			02368			Urban	MA	Norfolk	Randolph	1									
Young School 	30 Lou Courtney Dr			02368			Urban	MA	Norfolk	Randolph	1									
Ames Street Playground	75 Ames St			02067			Urban	MA	Norfolk	Sharon										
Camp Everwood Field	125 Lakeview St			02067			Urban	MA	Norfolk	Sharon					1	1				
Cottage Street School	30 Cottage St			02067			Urban	MA	Norfolk	Sharon	1				1	1				
Deborah Sampson Park	30 East Foxboro St			02067			Dog	MA	Norfolk	Sharon			1	1	1			1		
East Elementary	45 Wilshire Dr			02067			Urban	MA	Norfolk	Sharon	1				1	1				
Gavins Pond	120 Gavins Pond Rd			02067			Urban	MA	Norfolk	Sharon						1				
Heights Elementary School	454 South Main St			02067			Urban	MA	Norfolk	Sharon	1									
Memorial Park Beach		Beach St	Pond St	02067			Urban	MA	Norfolk	Sharon										
Sharon High School	181 Pond St			02067			Urban	MA	Norfolk	Sharon			1	1		1				
Sharon Middle School	75 Mountain St			02067			Urban	MA	Norfolk	Sharon			1	1		1				
THE BRADLEY LESSA MEMORIAL PLAYGROUND					42.10012413	-71.11602945	Urban	MA	Norfolk	Stoughton	1									Coordinates
THE CAPP @ HALLORAN PARK					42.12332649	-71.09564521	Urban	MA	Norfolk	Stoughton	1				1	1				Coordinates
THE WEST SCHOOL ATHLETIC COMPLEX					42.13240569	-71.11187166	Urban	MA	Norfolk	Stoughton				1		1				Coordinates
Adams Farm	999 North St			02081			Urban	MA	Norfolk	Walpole										
Bird Middle School	625 Washington St			02032			Urban	MA	Norfolk	Walpole				1	1	1	7.6			
Blackburn Hall/Stone Field	30 Stone St			02081			Urban	MA	Norfolk	Walpole				1		1	2.1			
Boyden School	1852 Washington St			02071			Urban	MA	Norfolk	Walpole	1			1	1	1	9.6			
Elm St School	415 Elm St			02081			Urban	MA	Norfolk	Walpole	1				1	1				
Fisher School	65 Gould St			02081			Urban	MA	Norfolk	Walpole	1					1	.90			
High School and Turco Fields	275 Common St 			02081			Urban	MA	Norfolk	Walpole			1	1	1	1	8.6			
Johnson Middle School	111 Robbin Rd			02081			Urban	MA	Norfolk	Walpole			1	1	1	1	5.5			
Little League Fields	620 West St			02081			Urban	MA	Norfolk	Walpole				1						
Memorial Park/Morgan Field		School St	Stone St	02081			Urban	MA	Norfolk	Walpole	1	1		1			20			
Old Fisher		Fisher St	Old Fisher Ln	02081			Urban	MA	Norfolk	Walpole				1		1	.96			
Old Post Rd School	99 Old Post Rd			02032			Urban	MA	Norfolk	Walpole	1			1		1	1.5			
Plimpton	319 Common St			02081			Urban	MA	Norfolk	Walpole				1			0.6			
Brown Park		Garden Rd	Lanark Rd	02481			Urban	MA	Norfolk	Wellesley	1			1						No address
Fiske School Field	45 Hastings St			02481			Urban	MA	Norfolk	Wellesley	1			1	1	1				No address
Hardy School Field	293 Weston Rd			02482			Urban	MA	Norfolk	Wellesley	1			1	1	1				Coordinates
Hunnewell Field		Smith St	Clifford St	02482			Urban	MA	Norfolk	Wellesley	1		1	1	1	1				Coordinates
Kelly Field	50 Elmwood Rd			02481			Urban	MA	Norfolk	Wellesley	1		1	1	1	1				Coordinates
Ouellet Playground		Cedar St	Charles St	02481			Urban	MA	Norfolk	Wellesley	1			1	1					Coordinates
Perrin Park	50 Thomas Rd			02482			Urban	MA	Norfolk	Wellesley				1	1	1				
Scholfield School Field	27 Cedar St			02481			Urban	MA	Norfolk	Wellesley	1		1	1	1	1				
Sprague School Field	401 School St			02482			Urban	MA	Norfolk	Wellesley	1		1	1		1				
Upham School Field	35 Wynnewood Rd			02481			Urban	MA	Norfolk	Wellesley	1		1	1	1	1				
Deerfield School	72 Deerfield Ave			02090			Urban	MA	Norfolk	Westwood	1			1	1					
Downey School	250 Downey St			02090			Urban	MA	Norfolk	Westwood	1			1	1	1				
Hanlon School Field	790 Gay St			02090			Urban	MA	Norfolk	Westwood	1			1	1					
June Street Playground Diamond		June St	Highway St	02090			Urban	MA	Norfolk	Westwood	1									
Lodge Field	45 Clapboardtree St			02090			Urban	MA	Norfolk	Westwood						1				
Martha Jones School Field	80 Martha Jones Rd			02090			Urban	MA	Norfolk	Westwood	1			1	1					
Morrison Baseball		Washington St	East St	02090			Urban	MA	Norfolk	Westwood			1	1	1					
